iteration,episodes,mean_ep_ret,mean_ep_shaped,collision_rate,lambda,pg_loss,vf_loss,ent_loss,lambda_delta
47,57,7.4771246189203735,8.401705920021415,1.0,1.1792611770104602,0.011068726540543139,7.782716527581215,-0.6058908719569445,0.04499999999999993
48,49,8.615619164572424,9.70299261258727,1.0,1.22426117701046,-0.00780219363514334,6.6305673867464066,-0.60789405554533,0.04499999999999993
49,56,7.482866870414553,9.672307318804013,1.0,1.26926117701046,-0.012925176706630737,10.810011878609657,-0.5569418836385012,0.04499999999999993
50,42,9.602245801670064,10.41873363050431,0.9761904761904762,1.3130707008199838,0.0004183925921097398,11.954273849725723,-0.481880571693182,0.04380952380952374
51,51,8.142840666714292,9.828775308366225,1.0,1.3580707008199837,-0.00324080724385567,11.14064845442772,-0.4446309730410576,0.04499999999999993
52,45,9.286272315143613,11.333454955709305,1.0,1.4030707008199836,-0.006980333419051021,12.808650761842728,-0.401054285466671,0.04499999999999993
53,36,10.833757998461493,13.358888067346804,0.9444444444444444,1.4452929230422058,0.0018702546367421746,21.20591950416565,-0.26256934367120266,0.04222222222222216
54,34,11.608711882802048,13.416499485615892,0.9705882352941176,1.4888223348069116,-0.004093918891157955,22.378237038850784,-0.28023852640762925,0.043529411764705817
55,42,9.738080151003638,12.630387196038239,0.9761904761904762,1.5326318586164354,0.008733309106901288,14.127612322568893,-0.32677279226481915,0.04380952380952374
56,44,9.119666409896546,13.81234442727259,1.0,1.5776318586164353,-0.0012322539405431598,16.252853959798813,-0.2903007944114506,0.04499999999999993
57,34,11.676754901789202,15.811175541002683,0.9411764705882353,1.619690682145847,-0.006120745441876352,35.71416747570038,-0.1717766565270722,0.042058823529411704
58,37,10.62780654641096,17.198785533093996,0.972972972972973,1.6633393307944957,0.0015471267979592085,32.79901051521301,-0.1336718499660492,0.0436486486486487
59,35,11.381529751595643,16.788608719862253,0.9714285714285714,1.7069107593659243,-0.004590632044710219,35.1761656999588,-0.12382989446632564,0.043571428571428594
60,40,9.30233468032279,15.548337113104347,1.0,1.7519107593659242,0.004664508509449661,34.82222241163254,-0.1840254496783018,0.04499999999999993
